WFWYYE, 10.053096491487338
X-wenhao, 2.9922282759444374
Drunkriver, 2.9756995786833293
CyIce, 2.968338422367269
Endless-Run, 2.9654376007124443
xuejianchao, 2.96518112898568
GALSAIKOU, 2.96518112898568
ElderTrump, 2.96518112898568
zhaodashu, 2.9651071316922755
jgszxlyh, 2.9651071316922755
PanLei1997, 2.9651071316922755
eggplant673, 2.9651071316922755
DrMofu, 2.9651071316922755
flsclock, 2.965107013769297
lovmao, 2.9647725921492962
2016Hub, 2.9647725921492962
ilikevegetable, 2.961811108607876
2638903554, 2.961811108607874
weiyangwy, 2.953716234702045
U201617074, 2.953716234702045
MillerSharp, 2.953716234702045
mainjack, 2.9532478908217774
NarcissusW, 2.9532478908217774
Jeffcoding, 2.9532478908217774
Letra312, 2.9532478908217774
dnmnkdsj, 2.953247890821777
sun-zb, 2.953247890821777
MagiCatz, 2.953247890821777
AndersonOinfi, 2.953247890821777
akatheater, 2.953247890821777
Llhai, 2.953247890821777
jillwong, 2.953247890821777
alderpaw, 2.953247890821777
shiyueXK, 2.953247890821777
Haozun, 2.953247890821777
lisnmn, 2.953247890821777
zz313147877, 2.9512044042938523
HereDrlv, 2.9512044042938523
wenjiewang98228, 2.9512044042938523
Phantomhive123, 2.938469838979292
Liujiaohan, 2.9216811678385075
tofar, 2.9179516789962383
Vincentcung, 2.916045220182335
wqqljt, 2.916045220182335
leobryan, 2.916045220182335
fanzhikang, 2.87753819770982
Gitete, 2.85633604064384
QQ1820621360, 2.8472681090272873
penguinang, 2.748309562919763
XinHuang98, 2.725019857264243
yukiiris, 2.7125756772697165
sherlockyyc, 2.567507363714987
wttddt13, 2.5538132167748167
chiellini, 2.538213755650474
QianYing1998, 2.100580888610943
SamuelRen, 1.95741497833505
blueelphant, 1.909302261145608
707554736, 1.90329859840708
4057492, 1.8972455147586258
sbmasterjoe, 1.6672177059201858
crystal313, 0.0724872452205686
LWJ312, 0.05818119952707271
SkmtJun, 0.056405679517974365
LdoubleKang, 0.04395878227049869
sldzxx, 0.03595687261268899
tzs0831, 0.03537683796049727
JianshuWangUnique, 0.020750105825056358
